# source<TAB>absolute target<TAB>owner<TAB>mode
ops/sonarqube/compose.yaml	/srv/sonarqube/compose.yaml	root:root	0644
ops/sonarqube/compose.drill.yaml	/srv/sonarqube/compose.drill.yaml	root:root	0644
ops/sonarqube/images.lock.env	/srv/sonarqube/images.lock.env	root:root	0644
ops/sonarqube/data-layout.tsv	/srv/sonarqube/data-layout.tsv	root:root	0644
ops/sonarqube/sonar-project.properties	/srv/sonarqube/sonar-project.properties	root:root	0644
ops/sonarqube/systemd/nexus-sonarqube.service	/etc/systemd/system/nexus-sonarqube.service	root:root	0644
ops/sonarqube/systemd/nexus-sonarqube-backup.service	/etc/systemd/system/nexus-sonarqube-backup.service	root:root	0644
ops/sonarqube/systemd/nexus-sonarqube-backup.timer	/etc/systemd/system/nexus-sonarqube-backup.timer	root:root	0644
scripts/quality-sonar-stack.sh	/usr/local/sbin/quality-sonar-stack	root:root	0755
scripts/quality-sonar-resolve-images.sh	/usr/local/sbin/quality-sonar-resolve-images	root:root	0755
scripts/quality-sonar-health.sh	/usr/local/sbin/quality-sonar-health	root:root	0755
scripts/quality-sonar-preflight.sh	/usr/local/sbin/quality-sonar-preflight	root:root	0755
scripts/ollama-observation-collector.mjs	/usr/local/sbin/nexus-ollama-observation-collector.mjs	root:root	0700
scripts/ollama-soak-evidence.mjs	/usr/local/sbin/ollama-soak-evidence.mjs	root:root	0700
scripts/ollama-large-model-cleanup.mjs	/usr/local/sbin/nexus-ollama-large-model-cleanup.mjs	root:root	0700
scripts/ollama-zero-swap-transition.mjs	/usr/local/sbin/nexus-ollama-zero-swap-transition.mjs	root:root	0700
scripts/ollama-service-envelope-check.mjs	/usr/local/sbin/nexus-ollama-service-envelope-check.mjs	root:root	0700
scripts/lib/ollama-service-envelope.mjs	/usr/local/sbin/lib/ollama-service-envelope.mjs	root:root	0700
scripts/quality-sonar-start-evidence.mjs	/usr/local/sbin/quality-sonar-start-evidence.mjs	root:root	0755
scripts/quality-sonar-live-ollama-state.mjs	/usr/local/sbin/quality-sonar-live-ollama-state	root:root	0755
scripts/quality-sonar-latency-gate.mjs	/usr/local/sbin/quality-sonar-latency-gate.mjs	root:root	0755
scripts/quality-sonar-backup.sh	/usr/local/sbin/quality-sonar-backup	root:root	0755
scripts/quality-sonar-restore-drill.sh	/usr/local/sbin/quality-sonar-restore-drill	root:root	0755
scripts/quality-sonar-release-state.sh	/usr/local/sbin/quality-sonar-release-state	root:root	0755
ops/sonarqube/nexus-sonar-release-monitor.sudoers	/etc/sudoers.d/nexus-sonar-release-monitor	root:root	0440
ops/sonarqube/nexus-release-sonar-lock.conf	/etc/tmpfiles.d/nexus-release-sonar-lock.conf	root:root	0644
